Application_mode,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Status
1,0,1,0,0,21,5,12.4,6,12.0,Graduate
18,0,1,0,1,19,8,13.78125,8,13.78125,Graduate
17,1,1,0,0,19,6,12.166666666666666,5,11.666666666666666,Dropout
18,1,1,0,0,20,4,10.8,4,12.0,Graduate
1,0,1,0,1,18,7,13.26,8,14.28625,Graduate
1,0,0,0,0,20,4,12.0,3,10.666666666666666,Dropout
1,0,1,0,1,20,6,11.875,6,14.428571428571429,Graduate
1,0,1,0,0,18,6,13.333333333333334,5,13.2,Graduate
44,0,1,0,0,22,6,14.428571428571429,5,13.0,Graduate
17,0,1,0,1,19,6,15.0,6,14.333333333333334,Graduate
1,0,1,0,0,18,7,15.155555555555557,8,16.8,Graduate
1,1,1,0,0,20,6,10.666666666666666,6,11.857142857142858,Graduate
17,0,1,0,0,18,5,11.0,4,11.25,Dropout
17,0,1,0,0,21,0,0.0,0,0.0,Dropout
1,0,1,0,0,19,6,12.285714285714286,6,12.0,Graduate
1,0,1,0,0,18,8,12.82875,8,12.82875,Dropout
1,0,1,0,0,18,6,12.666666666666666,5,14.4,Graduate
17,1,0,0,1,21,2,13.0,0,0.0,Dropout
1,1,1,0,0,19,5,10.875,4,12.4,Graduate
1,0,1,0,1,19,5,12.8,5,11.6,Graduate
17,0,1,0,0,19,5,11.285714285714286,0,0.0,Dropout
1,0,1,0,0,18,0,0.0,0,0.0,Graduate
43,0,1,0,1,19,0,0.0,1,10.0,Dropout
17,0,1,0,1,20,6,13.766666666666666,8,13.744444444444444,Dropout
1,0,0,0,0,18,6,12.758333333333333,6,12.758333333333333,Dropout
1,0,1,0,1,19,0,0.0,0,0.0,Dropout
1,0,1,0,0,18,6,12.666666666666666,6,13.25,Graduate
1,0,1,0,1,19,6,12.25,6,12.0,Graduate
1,0,1,0,0,20,3,11.333333333333334,5,12.2,Graduate
17,0,1,0,1,19,7,13.507142857142856,8,13.05,Graduate
1,0,1,0,0,18,7,13.614285714285714,7,13.614285714285714,Graduate
39,1,1,0,0,25,0,0.0,0,0.0,Dropout
17,0,0,0,0,18,4,11.5,6,12.166666666666666,Graduate
1,0,1,0,0,19,6,12.333333333333334,6,12.5,Graduate
17,0,1,0,1,19,7,11.971428571428572,8,14.4375,Graduate
1,1,0,0,1,20,2,13.0,2,11.5,Dropout
17,0,1,0,0,20,2,13.5,5,11.285714285714286,Graduate
17,0,1,0,0,21,6,12.166666666666666,6,13.285714285714286,Graduate
1,0,1,0,0,19,0,0.0,0,0.0,Graduate
39,0,1,0,0,42,6,11.666666666666666,6,13.666666666666666,Graduate
1,0,1,0,1,19,5,13.4,6,12.833333333333334,Graduate
1,0,1,0,0,18,6,12.0,4,12.5,Graduate
10,0,1,0,0,21,5,14.2,5,14.8,Graduate
1,0,1,0,1,20,6,12.125,6,14.428571428571429,Graduate
1,0,1,0,0,20,7,13.857142857142858,7,13.285714285714286,Graduate
1,0,1,0,0,19,7,14.283333333333337,8,13.125555555555556,Graduate
42,0,1,0,0,21,11,13.272727272727272,9,13.0,Graduate
1,0,1,0,0,19,6,14.666666666666666,6,15.142857142857142,Graduate
1,0,1,0,1,19,7,15.114999999999998,8,15.092,Graduate
44,0,1,0,0,22,6,15.0,6,13.142857142857142,Graduate
1,0,1,0,0,21,5,13.2,5,14.333333333333334,Graduate
17,0,1,0,1,18,2,11.0,3,10.333333333333334,Dropout
1,0,1,0,1,20,7,14.565714285714288,7,14.565714285714288,Graduate
17,1,0,0,0,18,3,12.0,4,10.75,Dropout
17,0,1,0,0,20,0,0.0,0,0.0,Dropout
17,0,1,0,0,23,6,13.796666666666669,7,13.775,Graduate
1,0,1,0,0,18,6,14.833333333333334,6,15.333333333333334,Graduate
44,0,1,0,0,20,6,12.833333333333334,6,13.833333333333334,Graduate
17,0,1,0,1,18,7,14.962857142857144,7,14.962857142857144,Graduate
1,0,1,0,0,20,4,12.0,5,11.2,Graduate
18,0,1,0,0,18,7,12.4,8,12.8,Graduate
17,0,1,0,0,20,6,15.571428571428571,6,17.166666666666668,Graduate
1,0,1,0,0,19,7,13.714285714285714,7,13.714285714285714,Graduate
44,0,1,0,0,21,6,13.142857142857142,6,12.166666666666666,Graduate
7,0,1,0,0,33,6,15.0,3,11.0,Graduate
1,1,0,0,0,24,1,13.0,0,0.0,Dropout
43,0,1,0,1,20,11,12.0,11,12.75,Graduate
1,0,1,0,0,18,0,0.0,0,0.0,Graduate
1,0,1,0,0,18,6,15.166666666666666,6,14.166666666666666,Graduate
43,1,1,0,0,29,4,12.0,2,10.5,Dropout
17,0,1,0,0,18,7,13.642857142857142,8,14.772727272727272,Graduate
1,0,1,0,0,19,6,12.666666666666666,6,12.714285714285714,Graduate
17,0,1,0,0,19,0,0.0,0,0.0,Dropout
17,0,1,0,1,18,5,10.8,6,10.5,Graduate
43,0,1,0,1,19,6,14.25,8,13.063636363636364,Graduate
42,0,1,0,0,20,12,12.153846153846152,10,12.9,Dropout
17,0,1,0,1,19,4,12.25,3,12.333333333333334,Graduate
1,0,1,0,1,18,8,13.40375,8,13.40375,Graduate
17,0,1,0,1,19,6,11.333333333333334,3,12.666666666666666,Graduate
17,1,1,1,0,20,5,12.2,6,12.333333333333334,Dropout
1,0,1,1,0,18,0,0.0,0,0.0,Dropout
39,1,0,1,0,35,5,16.166666666666668,4,16.0,Dropout
1,0,1,1,1,19,0,0.0,0,0.0,Graduate
1,0,1,1,0,19,3,11.0,2,10.0,Dropout
39,0,1,1,0,24,0,0.0,0,0.0,Dropout
39,1,0,1,0,29,4,12.5,0,0.0,Dropout
39,0,1,1,0,24,7,11.294444444444444,2,12.6,Graduate
17,0,1,1,0,19,5,11.2,4,12.5,Graduate
7,0,1,1,0,37,0,0.0,0,0.0,Dropout
5,0,1,1,0,18,5,13.2,5,11.8,Graduate
1,0,0,1,0,18,0,0.0,0,0.0,Dropout
1,1,0,1,0,18,0,0.0,0,0.0,Dropout
1,0,1,1,0,18,7,13.1,7,13.1,Graduate
1,0,1,1,0,19,6,13.5,6,13.166666666666666,Graduate
1,0,1,1,0,19,5,11.571428571428571,3,13.0,Dropout
44,1,1,1,0,21,6,15.285714285714286,6,15.166666666666666,Graduate
18,0,1,1,0,18,6,13.433333333333332,4,13.6,Graduate
16,0,1,1,0,19,5,11.6,3,11.0,Dropout
7,0,1,1,0,25,6,14.666666666666666,6,13.5,Graduate
1,0,1,1,0,22,6,14.666666666666666,6,14.666666666666666,Graduate
39,0,1,1,0,24,7,12.742857142857144,7,12.742857142857144,Graduate
1,0,1,1,0,19,7,11.975,7,13.12857142857143,Graduate
17,0,0,1,0,20,0,0.0,0,0.0,Dropout
1,0,1,1,1,19,7,14.935714285714283,7,14.935714285714283,Graduate
43,0,1,1,0,19,2,10.5,4,10.0,Dropout
1,0,1,1,0,19,5,13.333333333333334,5,13.0,Graduate
43,1,1,1,0,23,0,0.0,0,0.0,Dropout
39,0,1,1,0,47,5,13.8,4,14.0,Dropout
1,0,1,1,0,19,6,11.833333333333334,4,10.75,Graduate
1,0,1,1,0,19,0,0.0,0,0.0,Graduate
1,0,1,1,0,18,0,0.0,0,0.0,Dropout
43,0,1,1,0,28,2,10.0,0,0.0,Dropout
43,0,1,1,0,20,4,11.5,3,11.666666666666666,Dropout
1,0,1,1,1,21,0,0.0,0,0.0,Graduate
39,1,0,1,0,24,0,0.0,0,0.0,Dropout
39,0,1,1,0,28,6,13.0,5,12.2,Graduate
17,0,1,1,1,18,7,13.462857142857144,8,13.90625,Graduate
39,0,1,1,0,48,3,10.0,1,10.0,Dropout
17,0,1,1,0,21,6,12.333333333333334,6,13.666666666666666,Graduate
44,1,0,1,0,23,0,0.0,0,0.0,Dropout
1,0,1,1,0,18,5,13.6,4,13.25,Graduate
44,0,1,1,0,22,6,12.333333333333334,2,14.0,Dropout
16,0,1,1,0,25,10,11.454545454545457,7,12.25,Dropout
7,1,1,1,0,27,8,13.5,5,14.4,Dropout
39,0,0,1,0,49,0,0.0,0,0.0,Dropout
39,0,0,1,0,31,2,11.0,0,0.0,Dropout
39,0,1,1,0,54,6,13.714285714285714,5,14.333333333333334,Dropout
7,1,0,1,0,25,21,12.363636363636363,12,12.25,Dropout
7,0,1,1,0,28,2,12.0,3,12.666666666666666,Dropout
39,0,1,1,0,41,7,12.857142857142858,6,13.166666666666666,Graduate
43,0,1,1,0,22,0,0.0,2,11.5,Dropout
1,0,1,1,0,34,2,13.5,0,0.0,Dropout
39,1,0,1,0,28,11,15.090909090909092,10,15.0,Dropout
7,0,1,1,0,50,2,13.5,1,13.0,Dropout
1,0,1,1,0,19,0,0.0,0,0.0,Dropout
43,0,1,1,0,18,4,12.65,3,10.666666666666666,Dropout
39,0,1,1,0,59,0,0.0,0,0.0,Dropout
7,0,0,1,0,33,0,0.0,0,0.0,Dropout
17,0,1,1,1,23,6,13.333333333333334,5,12.8,Graduate
39,0,1,1,0,44,3,11.333333333333334,5,11.142857142857142,Dropout
1,0,1,1,0,37,0,0.0,0,0.0,Dropout
39,0,1,1,0,36,0,0.0,0,0.0,Dropout
1,0,0,1,0,22,3,11.666666666666666,2,10.5,Dropout
39,0,1,1,0,49,6,12.166666666666666,6,14.428571428571429,Graduate
51,0,1,1,0,23,6,13.333333333333334,4,12.75,Graduate
43,0,1,1,0,47,6,12.142857142857142,0,0.0,Dropout
43,0,1,1,0,28,17,13.058823529411764,12,12.307692307692308,Graduate
1,1,0,1,0,21,5,11.833333333333334,5,10.0,Dropout
43,0,1,1,0,21,10,12.4,10,11.8,Graduate
42,0,0,1,0,49,0,0.0,0,0.0,Dropout
39,0,1,1,0,40,5,11.0,5,13.4,Graduate
17,0,1,1,1,22,6,13.625,6,14.428571428571429,Graduate
39,0,1,1,0,31,0,0.0,0,0.0,Dropout
42,0,1,1,0,30,2,15.0,2,13.5,Dropout
1,0,1,1,0,19,5,10.8,5,11.0,Graduate
18,0,1,1,0,22,3,13.666666666666666,3,11.333333333333334,Dropout
1,0,1,1,0,19,6,12.833333333333334,6,13.333333333333334,Graduate
17,0,0,1,0,21,0,0.0,0,0.0,Dropout
17,0,1,1,0,19,6,15.125,6,13.428571428571429,Graduate
43,0,1,1,0,22,0,0.0,1,10.0,Dropout
1,0,1,1,0,22,5,11.4,5,11.0,Graduate
1,0,1,1,0,19,4,12.25,6,11.0,Graduate
39,0,0,1,0,26,0,0.0,0,0.0,Dropout
17,0,1,1,0,20,0,0.0,0,0.0,Dropout
7,0,0,1,0,18,2,13.0,0,0.0,Dropout
43,0,1,1,0,39,0,0.0,0,0.0,Dropout
1,0,1,1,0,18,0,0.0,0,0.0,Dropout
17,0,1,1,1,18,5,13.0,5,14.2,Graduate
1,0,1,1,1,19,6,13.857142857142858,6,14.0,Graduate
1,0,1,1,0,18,6,13.391666666666666,8,12.4875,Graduate
1,0,1,1,1,18,4,12.75,0,0.0,Dropout
44,0,1,1,0,22,4,14.5,5,14.6,Graduate
1,0,1,1,0,19,6,12.166666666666666,6,12.166666666666666,Graduate
1,0,1,1,0,18,5,15.4,5,15.6,Dropout
39,1,0,1,0,31,2,13.333333333333334,2,16.0,Dropout
39,0,1,1,0,28,0,0.0,0,0.0,Dropout
1,0,1,1,0,19,0,0.0,0,0.0,Dropout
17,0,1,1,0,20,6,13.714285714285714,6,14.714285714285714,Graduate
39,0,1,1,0,50,4,12.25,0,0.0,Dropout
39,0,1,1,0,31,1,11.0,1,13.0,Dropout
18,0,1,1,0,21,6,10.166666666666666,6,10.5,Graduate
39,0,1,1,0,34,1,10.0,0,0.0,Dropout
39,0,0,1,0,40,2,10.5,3,10.666666666666666,Dropout
1,0,1,1,1,18,0,0.0,0,0.0,Graduate
39,1,0,1,1,46,0,0.0,0,0.0,Dropout
43,0,1,1,0,37,0,0.0,0,0.0,Dropout
39,0,1,1,0,31,0,0.0,0,0.0,Dropout
39,0,1,1,0,34,5,13.333333333333334,5,12.4,Graduate
1,0,1,1,1,18,0,0.0,0,0.0,Dropout
1,0,1,1,1,18,6,13.571428571428571,6,14.333333333333334,Graduate
17,0,1,1,1,19,6,12.833333333333334,6,11.166666666666666,Graduate
43,0,1,1,0,40,4,10.25,5,11.2,Dropout
39,0,1,1,0,25,0,0.0,0,0.0,Dropout
17,1,1,1,0,20,4,14.5,3,13.333333333333334,Dropout
39,0,0,1,0,43,0,0.0,0,0.0,Dropout
43,0,1,1,0,35,18,11.666666666666666,12,11.5,Graduate
17,0,1,1,0,23,4,13.0,5,13.0,Graduate
17,0,1,1,0,19,7,12.12142857142857,8,11.50625,Graduate
53,0,1,1,1,21,9,14.22222222222222,7,13.75,Graduate
18,0,1,1,0,20,5,12.166666666666666,5,15.285714285714286,Graduate
39,0,1,1,1,30,0,0.0,0,0.0,Dropout
39,0,1,1,0,44,6,12.666666666666666,6,11.5,Graduate
18,0,1,1,0,19,7,13.614285714285714,7,13.614285714285714,Graduate
44,0,1,1,0,22,12,12.857142857142858,10,14.3,Graduate
1,0,1,1,0,18,4,14.0,5,14.2,Graduate
17,0,1,1,1,21,4,14.75,5,11.8,Graduate
1,0,1,1,0,18,0,0.0,0,0.0,Dropout
17,0,1,1,0,18,6,13.625,6,14.285714285714286,Graduate
1,0,1,1,0,19,0,0.0,0,0.0,Graduate
44,0,1,1,0,21,4,11.8,4,11.875,Dropout
39,0,1,1,0,31,6,15.125,6,14.6,Graduate
17,0,1,1,0,21,4,11.5,2,10.5,Dropout
42,0,1,1,0,27,0,0.0,0,0.0,Dropout
1,0,1,1,0,20,3,10.333333333333334,5,12.8,Graduate
18,0,1,1,0,19,6,13.833333333333334,6,14.5,Graduate
17,0,1,1,0,18,6,14.0,6,13.666666666666666,Graduate
39,0,1,1,0,29,1,18.0,3,13.333333333333334,Dropout
1,0,1,1,1,19,0,0.0,0,0.0,Graduate
1,0,0,1,0,21,4,13.25,5,11.0,Dropout
39,0,1,1,1,25,4,14.25,4,14.75,Graduate
39,0,0,1,0,32,0,0.0,0,0.0,Dropout
43,0,0,1,0,26,8,11.25,3,11.333333333333334,Dropout
1,0,1,1,1,18,6,13.5,6,12.5,Graduate
17,0,1,1,1,19,5,12.666666666666666,6,12.857142857142858,Graduate
1,0,1,1,1,19,6,15.166666666666666,6,12.333333333333334,Graduate
7,0,1,1,0,27,6,13.166666666666666,5,15.142857142857142,Dropout
44,0,1,1,0,21,6,14.5,6,11.333333333333334,Graduate
1,1,0,1,0,19,0,0.0,0,0.0,Graduate
17,0,1,1,1,18,4,10.8,2,12.5,Dropout
39,0,1,1,0,28,0,0.0,0,0.0,Dropout
39,1,0,1,0,25,6,11.428571428571429,4,12.0,Dropout
43,0,1,1,0,25,8,12.5,10,11.6,Dropout
1,0,1,1,0,26,0,0.0,0,0.0,Dropout
17,0,1,1,1,18,5,12.75,5,11.5,Graduate
39,0,1,1,0,25,0,0.0,0,0.0,Dropout
17,0,1,1,0,19,6,14.428571428571429,6,14.571428571428571,Graduate
17,0,1,1,0,19,7,12.492857142857144,8,11.7125,Graduate
39,0,1,1,0,45,4,11.5,4,11.0,Dropout
39,0,1,1,0,52,5,11.2,5,12.8,Graduate
1,0,0,1,0,20,3,12.0,3,11.0,Dropout
1,0,1,1,0,19,7,15.885714285714286,7,15.885714285714286,Graduate
1,1,0,1,0,21,4,12.94,4,11.58,Dropout
39,0,0,1,0,35,6,14.0,6,14.166666666666666,Graduate
39,0,1,1,0,36,0,0.0,0,0.0,Graduate
39,1,0,1,0,47,0,0.0,0,0.0,Dropout
18,0,1,1,0,22,0,0.0,0,0.0,Dropout
39,0,1,1,0,41,4,11.25,3,11.0,Dropout
7,0,1,1,0,26,0,0.0,0,0.0,Dropout
39,0,0,0,0,51,4,11.25,0,0.0,Dropout
39,0,1,0,0,41,5,11.8,3,10.666666666666666,Graduate
43,0,1,1,0,23,8,11.625,10,11.181818181818182,Graduate
43,0,1,1,0,22,0,0.0,0,0.0,Dropout
17,0,1,1,1,25,4,10.25,4,11.25,Dropout
43,0,1,1,0,25,15,10.8,14,11.357142857142858,Graduate
53,0,0,1,1,22,11,12.545454545454543,11,12.666666666666666,Graduate
39,0,1,1,0,47,0,0.0,0,0.0,Dropout
39,0,1,1,0,41,0,0.0,0,0.0,Dropout
39,0,1,1,0,43,6,14.77777777777778,5,12.2,Graduate
39,0,1,1,0,29,0,0.0,0,0.0,Dropout
39,0,1,1,0,30,0,0.0,0,0.0,Dropout
39,0,0,1,0,26,0,0.0,0,0.0,Dropout
39,0,0,1,0,27,0,0.0,0,0.0,Dropout
39,0,1,1,1,36,5,11.4,5,11.6,Graduate
39,0,1,1,0,29,6,11.666666666666666,6,10.857142857142858,Dropout
42,0,1,1,0,35,7,11.285714285714286,5,13.0,Dropout
1,0,1,1,1,18,4,11.5,5,12.6,Graduate
1,0,1,1,1,24,5,16.0,5,16.0,Graduate
1,0,1,1,1,18,6,12.5,6,12.666666666666666,Dropout
42,0,1,1,0,21,5,13.0,5,12.6,Graduate
39,0,1,1,0,32,13,13.714285714285714,12,12.083333333333334,Graduate
1,0,1,1,1,22,3,12.333333333333334,3,12.5,Dropout
7,0,0,1,0,32,11,12.727272727272728,10,12.7,Dropout
43,0,1,1,0,35,1,14.0,0,0.0,Dropout
18,0,0,1,0,23,0,0.0,0,0.0,Dropout
43,0,1,1,0,35,0,0.0,1,10.0,Dropout
39,0,1,1,0,32,6,18.875,12,17.692307692307693,Graduate
1,0,1,1,0,20,0,0.0,0,0.0,Dropout
7,0,1,1,0,44,7,13.5,5,16.2,Dropout
39,0,1,1,0,53,2,15.0,3,10.0,Graduate
39,1,0,1,0,28,0,0.0,0,0.0,Dropout
7,0,1,1,0,31,9,14.22222222222222,5,12.8,Dropout
39,1,0,1,0,44,4,12.0,0,0.0,Dropout
1,0,1,1,0,19,5,12.6,4,12.0,Graduate
18,0,1,1,1,18,0,0.0,0,0.0,Dropout
44,0,1,1,0,20,6,14.5,6,15.3,Graduate
39,0,1,1,0,55,6,14.5,6,13.5,Graduate
17,0,1,1,0,19,0,0.0,0,0.0,Dropout
1,0,1,1,0,18,5,11.6,5,13.2,Graduate
39,0,1,1,0,43,4,11.75,0,0.0,Dropout
18,0,1,1,0,18,0,0.0,0,0.0,Dropout
1,0,1,1,0,18,0,0.0,0,0.0,Dropout
17,1,1,1,1,20,0,0.0,0,0.0,Dropout
39,1,0,1,0,29,4,11.25,4,11.8,Dropout
39,1,1,1,0,44,5,11.571428571428571,0,0.0,Dropout
43,0,1,1,0,20,4,12.75,3,12.666666666666666,Dropout
39,0,1,1,0,36,0,0.0,0,0.0,Dropout
39,0,0,1,0,29,0,0.0,0,0.0,Dropout
1,0,1,1,0,18,4,11.25,3,10.333333333333334,Dropout
39,0,0,1,0,24,0,0.0,0,0.0,Dropout
1,0,1,1,0,20,6,14.333333333333334,6,15.0,Graduate
39,1,0,1,0,45,0,0.0,0,0.0,Dropout
43,0,1,1,1,28,20,13.5,20,13.5,Graduate
1,0,1,1,0,18,7,12.444285714285714,7,11.347142857142858,Graduate
1,0,1,1,0,23,3,10.666666666666666,3,11.333333333333334,Dropout
1,0,1,1,1,22,6,12.666666666666666,5,12.4,Graduate
39,0,1,1,0,33,5,13.2,5,14.833333333333334,Graduate
53,0,1,1,0,21,10,12.7,11,12.181818181818182,Graduate
39,0,1,1,0,45,5,14.833333333333334,5,14.8,Graduate
39,0,0,1,0,44,4,11.5,1,12.0,Dropout
39,0,1,1,0,42,0,0.0,0,0.0,Dropout
18,0,1,1,0,20,0,0.0,0,0.0,Dropout
1,0,1,1,1,20,6,14.714285714285714,6,12.5,Graduate
51,1,0,1,0,26,4,10.5,7,10.428571428571429,Dropout
39,0,1,1,0,31,6,15.0,5,12.5,Graduate
1,1,1,1,1,19,6,12.666666666666666,6,14.0,Graduate
39,0,1,1,0,28,6,13.166666666666666,6,13.666666666666666,Graduate
1,0,1,1,1,20,0,0.0,0,0.0,Graduate
1,0,1,0,0,43,6,13.0,6,12.5,Graduate
39,0,1,1,1,25,0,0.0,0,0.0,Dropout
39,1,1,0,0,40,2,10.0,1,15.0,Dropout
44,0,1,0,0,20,6,13.333333333333334,5,13.375,Graduate
39,0,1,0,0,46,3,12.333333333333334,6,13.333333333333334,Graduate
51,0,1,0,0,26,20,13.181818181818182,14,11.642857142857142,Graduate
39,0,1,0,1,34,6,12.513333333333334,7,13.071428571428571,Graduate
18,0,1,0,0,19,0,0.0,0,0.0,Dropout
1,0,1,0,1,18,7,13.585714285714284,7,13.585714285714284,Graduate
1,0,1,0,0,18,7,11.155555555555557,8,11.425,Graduate
39,0,1,1,1,37,6,11.857142857142858,5,12.0,Graduate
17,0,1,1,1,23,0,0.0,0,0.0,Graduate
43,0,1,1,0,26,14,14.0,13,13.615384615384617,Graduate
10,0,0,0,0,18,5,12.0,0,0.0,Dropout
17,0,1,0,0,19,7,13.198571428571428,8,13.0625,Graduate
10,0,1,0,0,18,6,13.5,6,12.0,Graduate
1,0,1,0,0,19,6,13.333333333333334,5,12.8,Dropout
17,0,1,0,1,22,6,12.166666666666666,4,12.0,Graduate
1,0,1,0,1,18,7,12.214285714285714,7,12.214285714285714,Graduate
17,0,1,0,1,18,6,12.666666666666666,6,13.0,Graduate
1,0,1,0,1,18,6,12.285714285714286,6,13.5,Graduate
1,0,1,0,1,18,6,13.0,6,13.0,Graduate
1,0,1,0,0,18,6,12.142857142857142,6,11.166666666666666,Graduate
17,0,1,0,1,19,7,13.875714285714285,7,13.085714285714284,Graduate
17,0,1,0,0,20,0,0.0,0,0.0,Dropout
17,0,1,0,1,19,6,11.666666666666666,0,0.0,Dropout
1,0,1,0,0,18,6,13.153846153846152,3,11.0,Graduate
1,0,1,0,1,18,6,14.5,6,12.833333333333334,Dropout
17,0,1,0,1,18,7,14.44142857142857,8,13.65625,Graduate
17,0,1,0,0,18,6,15.166666666666666,6,14.285714285714286,Graduate
17,0,1,0,1,18,5,11.6,4,12.625,Graduate
17,1,1,0,0,18,6,11.666666666666666,6,12.333333333333334,Graduate
44,0,1,0,1,20,6,12.625,6,13.2,Graduate
16,0,1,0,1,19,3,12.666666666666666,6,11.0,Graduate
1,0,1,0,1,19,6,11.857142857142858,6,13.142857142857142,Graduate
1,0,1,0,0,19,6,14.714285714285714,6,15.833333333333334,Graduate
15,1,1,0,0,20,6,13.5,5,13.0,Graduate
18,0,1,0,1,18,4,11.5,5,12.4,Graduate
7,0,1,0,0,33,2,14.0,0,0.0,Dropout
1,0,1,0,1,19,6,12.833333333333334,0,0.0,Dropout
17,0,1,0,1,18,7,13.428571428571429,8,14.75,Graduate
17,0,1,0,0,19,0,0.0,0,0.0,Dropout
1,0,1,0,0,18,6,16.0,6,14.333333333333334,Graduate
1,0,1,0,0,20,6,13.833333333333334,6,11.833333333333334,Graduate
1,0,1,0,0,19,8,13.2325,8,13.2325,Graduate
1,0,1,1,1,18,6,14.0,6,14.166666666666666,Graduate
17,1,1,1,1,19,2,10.0,0,0.0,Dropout
43,0,1,0,0,25,15,13.333333333333334,11,12.272727272727272,Graduate
1,0,1,0,0,19,6,12.5,6,11.5,Graduate
17,1,1,1,0,33,2,10.5,0,0.0,Dropout
15,0,1,0,0,19,4,12.0,5,11.4,Graduate
1,0,1,0,0,18,6,14.0,6,13.5,Dropout
17,0,1,0,0,18,6,13.5,5,12.6,Graduate
1,0,1,0,0,18,8,13.07375,8,13.07375,Graduate
39,0,1,0,0,37,2,10.75,0,0.0,Dropout
1,0,1,0,1,20,6,14.0,6,13.333333333333334,Graduate
15,0,1,1,0,21,6,12.333333333333334,6,13.428571428571429,Graduate
17,0,1,0,1,18,7,13.464285714285714,8,14.788888888888888,Graduate
1,0,1,0,1,18,6,13.666666666666666,6,14.666666666666666,Graduate
1,1,1,0,0,18,8,14.4025,8,14.4025,Graduate
1,0,1,0,0,31,7,15.46875,8,16.3875,Graduate
1,1,1,0,0,23,6,12.625,6,14.166666666666666,Graduate
1,0,1,0,0,19,6,14.983333333333334,6,14.983333333333334,Graduate
16,0,1,0,1,20,6,15.0,6,13.0,Graduate
39,0,1,0,0,40,9,15.88888888888889,7,14.142857142857142,Graduate
44,1,1,0,0,32,4,11.5,3,11.0,Dropout
1,0,1,0,0,24,2,10.5,1,10.0,Dropout
17,0,1,0,0,18,6,13.983333333333334,6,13.983333333333334,Graduate
1,0,1,0,0,18,6,13.0,6,12.833333333333334,Graduate
1,0,1,0,1,18,6,13.666666666666666,6,13.0,Graduate
39,0,0,0,0,27,0,0.0,0,0.0,Dropout
1,0,1,0,0,18,5,14.4,5,15.4,Graduate
1,0,1,0,0,19,6,14.166666666666666,6,13.666666666666666,Graduate
17,0,1,0,0,19,5,12.2,6,12.0,Graduate
17,0,1,0,0,20,3,12.333333333333334,2,10.5,Dropout
39,0,1,0,0,30,0,0.0,0,0.0,Dropout
7,0,1,0,0,21,9,10.88888888888889,10,11.615384615384617,Graduate
39,0,1,0,0,26,6,12.166666666666666,8,11.675,Dropout
17,0,1,0,1,18,6,12.666666666666666,6,12.166666666666666,Graduate
1,1,1,0,0,21,5,11.4,5,12.2,Dropout
43,0,1,0,1,18,0,0.0,0,0.0,Dropout
17,0,1,0,1,19,6,13.5,5,12.8,Dropout
1,0,1,0,0,19,6,12.285714285714286,6,12.833333333333334,Graduate
1,0,0,0,0,19,0,0.0,0,0.0,Dropout
17,0,1,0,0,19,2,10.5,1,13.0,Dropout
44,0,1,0,0,27,3,14.0,5,12.0,Graduate
10,0,1,0,0,22,5,14.2,5,12.2,Graduate
1,0,1,0,0,18,5,13.0,6,13.142857142857142,Dropout
17,0,1,0,0,20,6,11.0,4,12.75,Graduate
43,0,1,0,0,34,3,11.0,2,10.0,Dropout
17,0,1,0,0,18,6,12.385714285714286,8,13.755555555555556,Graduate
17,0,1,1,0,20,4,14.75,4,12.25,Graduate
1,0,1,0,0,20,5,16.166666666666668,5,15.833333333333334,Graduate
39,0,1,1,0,25,0,0.0,0,0.0,Dropout
1,0,1,1,0,18,5,12.4,3,13.0,Dropout
1,0,0,1,0,18,5,11.6,4,13.0,Dropout
17,0,1,0,1,18,5,12.2,0,0.0,Dropout
17,0,1,0,1,19,5,11.0,5,12.8,Graduate
17,0,1,0,1,19,6,12.333333333333334,5,12.4,Dropout
44,0,1,0,1,21,6,14.833333333333334,6,12.571428571428571,Graduate
1,0,1,0,1,20,6,12.0,6,11.833333333333334,Graduate
51,1,1,0,1,21,11,12.727272727272728,10,12.6,Graduate
43,0,1,0,0,34,2,10.5,1,11.0,Dropout
1,0,1,0,0,20,6,12.333333333333334,6,12.0,Graduate
39,0,1,1,0,24,0,0.0,1,12.0,Dropout
1,0,1,1,0,18,7,14.842857142857143,8,14.38888888888889,Graduate
39,0,1,1,0,28,2,11.0,1,12.0,Dropout
17,0,1,1,0,20,4,10.75,0,0.0,Dropout
43,0,1,1,0,22,8,12.55375,8,12.55375,Graduate
1,0,1,1,0,19,7,12.665714285714284,7,12.665714285714284,Graduate
39,0,1,1,0,26,2,11.75,0,0.0,Dropout
1,0,0,1,0,21,3,11.0,0,0.0,Dropout
16,0,1,1,0,18,0,0.0,0,0.0,Graduate
17,0,1,1,0,18,5,13.4,5,12.2,Graduate
1,0,1,1,0,22,17,12.578947368421051,17,12.117647058823527,Graduate
39,0,1,1,0,36,0,0.0,0,0.0,Dropout
1,0,1,1,1,20,6,12.0,6,11.5,Graduate
17,0,1,1,0,20,3,12.333333333333334,0,0.0,Dropout
39,0,1,1,0,25,4,11.5,3,13.5,Dropout
39,0,1,1,0,35,5,12.8,5,13.833333333333334,Graduate
1,0,1,1,0,22,0,0.0,0,0.0,Dropout
